Geneid	Chr	Start	End	Strand	Length	align/bam/SRR20959676	align/bam/SRR20959677	align/bam/SRR20959678	align/bam/SRR20959679	align/bam/SRR20959680	align/bam/SRR20959681	align/bam/SRR20959682	align/bam/SRR20959683
SAUSA300_RS09010	NC_007793.1	1815874	1817172	-	1299	200	51	74	89	141	88	853	32
SAUSA300_RS09015	NC_007793.1	1817377	1817790	+	414	224	58	140	126	224	64	370	36
SAUSA300_RS09020	NC_007793.1	1818095	1818784	-	690	62	32	12	52	50	33	184	8
SAUSA300_RS09025	NC_007793.1	1818959	1820014	+	1056	98	16	39	36	76	25	86	27
SAUSA300_RS09030	NC_007793.1	1820108	1820206	-	99	2	0	0	0	4	0	29	4
SAUSA300_RS09035	NC_007793.1	1820330	1821448	-	1119	1441	396	562	587	1048	621	1642	447
SAUSA300_RS09040	NC_007793.1	1821589	1822089	+	501	7841	802	1914	5493	3962	1632	3617	1266
SAUSA300_RS09045	NC_007793.1	1822335	1823537	-	1203	2796	826	875	977	2484	2227	4067	785
SAUSA300_RS09050	NC_007793.1	1823625	1824572	-	948	216	253	337	53	269	328	459	77
SAUSA300_RS09055	NC_007793.1	1824695	1825189	-	495	373	85	65	129	276	104	346	55
SAUSA300_RS09060	NC_007793.1	1825287	1826057	-	771	118	5	205	43	110	62	154	61
SAUSA300_RS09065	NC_007793.1	1826101	1827324	-	1224	40	0	24	12	2	12	144	6
SAUSA300_RS09070	NC_007793.1	1827324	1828472	-	1149	0	0	6	0	6	6	8	2
SAUSA300_RS09075	NC_007793.1	1828621	1828761	+	141	0	0	6	0	0	0	0	0
SAUSA300_RS09080	NC_007793.1	1828835	1830529	-	1695	422	80	219	391	182	254	664	175
SAUSA300_RS09085	NC_007793.1	1830666	1831130	+	465	19	8	14	68	54	53	64	18
SAUSA300_RS09090	NC_007793.1	1831374	1831976	+	603	263	16	72	236	193	127	1060	247
SAUSA300_RS09100	NC_007793.1	1832192	1832935	-	744	31	25	18	6	19	27	33	4
SAUSA300_RS09105	NC_007793.1	1833015	1833461	+	447	448	128	82	97	314	292	2761	86
SAUSA300_RS09110	NC_007793.1	1833575	1834735	+	1161	201	73	176	114	246	149	4372	88
SAUSA300_RS09115	NC_007793.1	1834722	1836326	+	1605	218	25	319	18	92	58	6251	62
SAUSA300_RS09120	NC_007793.1	1836420	1836515	+	96	0	0	0	0	0	0	0	0
SAUSA300_RS09125	NC_007793.1	1836476	1837606	-	1131	42	2	18	10	14	12	48	16
SAUSA300_RS09130	NC_007793.1	1837713	1839179	-	1467	118	38	70	72	140	108	248	46
SAUSA300_RS09135	NC_007793.1	1839307	1839924	-	618	0	0	3	0	4	0	22	0
SAUSA300_RS09140	NC_007793.1	1840096	1841370	+	1275	138	48	28	100	116	91	519	98
SAUSA300_RS09145	NC_007793.1	1841464	1842726	-	1263	6	0	8	4	2	8	44	0
SAUSA300_RS09150	NC_007793.1	1843108	1844013	+	906	0	0	4	6	4	0	2	2
SAUSA300_RS09155	NC_007793.1	1843993	1844085	-	93	0	0	0	0	0	0	0	0
SAUSA300_RS09160	NC_007793.1	1844216	1846903	-	2688	16	10	12	8	6	12	44	0
SAUSA300_RS09165	NC_007793.1	1847198	1848865	-	1668	612	100	392	1026	468	339	3856	159
SAUSA300_RS09170	NC_007793.1	1849305	1851011	-	1707	386	118	696	808	1641	291	1658	138
SAUSA300_RS09175	NC_007793.1	1851180	1851812	+	633	78	46	96	46	62	37	455	10
SAUSA300_RS09180	NC_007793.1	1851837	1853006	+	1170	291	32	249	76	153	94	484	113
SAUSA300_RS09185	NC_007793.1	1853104	1854093	-	990	29	16	11	24	76	78	259	21
SAUSA300_RS09190	NC_007793.1	1854166	1854279	-	114	0	0	0	0	0	0	0	0
SAUSA300_RS09195	NC_007793.1	1854633	1855724	-	1092	42	4	36	4	20	12	88	10
SAUSA300_RS09200	NC_007793.1	1856185	1856289	-	105	0	0	0	0	0	0	0	0
SAUSA300_RS09205	NC_007793.1	1856424	1857623	-	1200	129	30	152	50	132	240	388	4
SAUSA300_RS09210	NC_007793.1	1857697	1858188	-	492	204	90	258	161	130	189	417	29
SAUSA300_RS09215	NC_007793.1	1858262	1859575	-	1314	598	264	532	116	234	592	1042	179
SAUSA300_RS09220	NC_007793.1	1859599	1863423	-	3825	1231	512	332	838	760	1015	1545	338
SAUSA300_RS09225	NC_007793.1	1863444	1864040	-	597	14	8	0	9	6	12	6	14
SAUSA300_RS09230	NC_007793.1	1864069	1864926	-	858	10	7	0	22	8	2	39	6
SAUSA300_RS09235	NC_007793.1	1865026	1865337	-	312	6	0	2	6	22	6	140	4
SAUSA300_RS09240	NC_007793.1	1865402	1866478	-	1077	664	226	773	434	540	289	2870	104
SAUSA300_RS09245	NC_007793.1	1866565	1866876	+	312	10	8	33	0	10	6	0	8
SAUSA300_RS09250	NC_007793.1	1867001	1867843	-	843	7	0	0	0	4	6	68	4
SAUSA300_RS09255	NC_007793.1	1868313	1868957	-	645	1108	86	226	115	307	270	665	223
SAUSA300_RS09260	NC_007793.1	1868972	1869763	-	792	940	94	230	148	237	209	415	137
SAUSA300_RS09265	NC_007793.1	1870313	1871161	-	849	265	85	1923	185	211	165	435	93
SAUSA300_RS09270	NC_007793.1	1871165	1872574	-	1410	62	32	78	57	45	42	330	18
SAUSA300_RS09275	NC_007793.1	1873324	1873746	-	423	23	0	4	0	0	0	8	0
SAUSA300_RS09280	NC_007793.1	1873763	1874458	-	696	272	8	206	0	27	185	148	116
SAUSA300_RS09285	NC_007793.1	1874455	1876116	-	1662	73	48	217	68	59	71	234	35
SAUSA300_RS09290	NC_007793.1	1876523	1877791	+	1269	86	0	66	2	44	18	106	18
SAUSA300_RS09295	NC_007793.1	1877908	1884468	-	6561	108	28	46	54	43	82	126	10
SAUSA300_RS09300	NC_007793.1	1884794	1885105	-	312	10	1	26	0	2	12	6	2
SAUSA300_RS09305	NC_007793.1	1885127	1887544	-	2418	210	38	74	60	116	52	182	124
SAUSA300_RS09310	NC_007793.1	1887832	1889013	-	1182	112	59	82	70	76	39	196	42
SAUSA300_RS09315	NC_007793.1	1889123	1890076	+	954	40	18	21	12	68	26	218	6
SAUSA300_RS09320	NC_007793.1	1890073	1890636	+	564	20	0	14	3	6	0	40	13
SAUSA300_RS09325	NC_007793.1	1890756	1891157	-	402	14	12	4	10	14	14	178	22
SAUSA300_RS09340	NC_007793.1	1892736	1893563	-	828	62	48	134	34	42	59	36	14
SAUSA300_RS09345	NC_007793.1	1893566	1893685	-	120	0	0	0	0	0	0	1	0
SAUSA300_RS09350	NC_007793.1	1893797	1894798	+	1002	197	34	68	52	121	59	240	89
SAUSA300_RS09355	NC_007793.1	1894920	1895384	-	465	5	0	0	0	22	16	21	6
SAUSA300_RS09360	NC_007793.1	1895397	1896578	-	1182	42	6	8	120	60	28	200	8
SAUSA300_RS09365	NC_007793.1	1896589	1897221	-	633	63	12	120	114	63	18	84	16
SAUSA300_RS09370	NC_007793.1	1897228	1898271	-	1044	79	10	85	179	65	14	353	22
SAUSA300_RS09375	NC_007793.1	1898752	1900254	-	1503	0	2	6	0	0	0	9	0
SAUSA300_RS09380	NC_007793.1	1900777	1901091	+	315	0	0	10	0	0	0	3	0
SAUSA300_RS09385	NC_007793.1	1901091	1902383	+	1293	50	2	28	36	24	34	25	51
SAUSA300_RS09390	NC_007793.1	1902401	1902796	+	396	0	10	0	0	0	0	5	0
SAUSA300_RS09395	NC_007793.1	1903091	1903945	-	855	268	72	138	164	396	196	488	154
SAUSA300_RS09400	NC_007793.1	1904221	1904445	-	225	8	0	0	0	1	0	4	0
SAUSA300_RS09405	NC_007793.1	1904644	1905114	+	471	0	0	4	0	5	2	2	4
SAUSA300_RS09410	NC_007793.1	1905227	1905670	+	444	2	0	0	0	4	1	12	8
SAUSA300_RS09415	NC_007793.1	1905657	1906100	-	444	3	5	10	0	4	2	6	2
SAUSA300_RS09420	NC_007793.1	1906396	1907031	+	636	22	9	0	2	2	6	6	14
SAUSA300_RS09425	NC_007793.1	1907471	1908184	-	714	156	4	14	40	88	92	442	182
SAUSA300_RS09430	NC_007793.1	1908444	1908746	+	303	0	0	0	0	0	0	0	0
SAUSA300_RS09435	NC_007793.1	1909002	1909367	+	366	0	0	0	0	0	1	0	1
SAUSA300_RS09440	NC_007793.1	1909364	1909717	+	354	7	0	0	0	0	0	3	3
SAUSA300_RS09455	NC_007793.1	1911800	1912633	-	834	60	6	53	78	76	14	64	6
SAUSA300_RS09460	NC_007793.1	1912845	1913753	-	909	66	28	24	12	18	26	78	11
SAUSA300_RS09465	NC_007793.1	1913878	1915071	-	1194	84	28	4	56	45	58	190	57
SAUSA300_RS09470	NC_007793.1	1915442	1917034	+	1593	3563	617	1838	5021	4142	1601	14073	1267
SAUSA300_RS09475	NC_007793.1	1917170	1917601	-	432	0	0	0	0	0	0	0	0
SAUSA300_RS09480	NC_007793.1	1918030	1918776	-	747	76	32	28	20	22	66	11	12
SAUSA300_RS09485	NC_007793.1	1918781	1919254	-	474	4	0	0	2	4	12	1	0
SAUSA300_RS09490	NC_007793.1	1919320	1919577	+	258	113	11	20	58	58	41	30	13
SAUSA300_RS09495	NC_007793.1	1919574	1920575	-	1002	234	45	151	80	87	132	410	36
SAUSA300_RS09500	NC_007793.1	1920580	1922058	-	1479	187	18	68	58	43	76	184	43
SAUSA300_RS09505	NC_007793.1	1922217	1922672	-	456	0	0	0	0	0	0	0	0
SAUSA300_RS09510	NC_007793.1	1922975	1923625	+	651	1103	440	890	2555	2073	687	11315	326
SAUSA300_RS09515	NC_007793.1	1923706	1924701	+	996	3253	726	1391	2290	1446	856	8678	1230
SAUSA300_RS09525	NC_007793.1	1925444	1925788	+	345	0	0	0	4	0	0	0	0
SAUSA300_RS09530	NC_007793.1	1925886	1926437	+	552	20	0	6	8	6	0	10	6
SAUSA300_RS09535	NC_007793.1	1926655	1927296	-	642	0	0	0	0	0	6	0	0
SAUSA300_RS09545	NC_007793.1	1927597	1927773	-	177	0	0	0	0	0	2	8	0
SAUSA300_RS09550	NC_007793.1	1927784	1928167	-	384	0	0	10	0	0	31	2	0
SAUSA300_RS09560	NC_007793.1	1928771	1928914	-	144	0	4	4	6	5	0	2	0
SAUSA300_RS15795	NC_007793.1	1929117	1929212	+	96	0	26	0	54	43	396	0	0
SAUSA300_RS09565	NC_007793.1	1929335	1929436	+	102	0	0	0	1	10	0	0	0
SAUSA300_RS09570	NC_007793.1	1929784	1930161	-	378	0	0	0	0	0	0	0	0
SAUSA300_RS09575	NC_007793.1	1930682	1934794	-	4113	0	0	0	0	0	22	0	0
SAUSA300_RS09580	NC_007793.1	1935644	1936843	-	1200	0	0	0	0	0	1	4	0
SAUSA300_RS09585	NC_007793.1	1936836	1938392	-	1557	64	16	0	16	26	9	168	14
SAUSA300_RS09590	NC_007793.1	1938556	1938690	-	135	0	0	0	0	0	0	0	0
SAUSA300_RS09595	NC_007793.1	1938755	1939474	-	720	0	0	0	0	2	0	0	0
SAUSA300_RS09600	NC_007793.1	1939625	1940341	-	717	0	0	0	0	0	0	0	14
SAUSA300_RS09605	NC_007793.1	1940499	1941218	-	720	2	0	0	0	5	0	7	0
SAUSA300_RS09610	NC_007793.1	1941339	1942058	-	720	17	0	0	0	1	16	11	0
SAUSA300_RS09615	NC_007793.1	1942116	1942838	-	723	2	0	0	0	0	0	8	0
SAUSA300_RS09620	NC_007793.1	1942963	1943670	-	708	0	1	0	0	0	0	4	0
SAUSA300_RS09630	NC_007793.1	1944634	1945200	+	567	4	0	0	0	1	0	0	0
SAUSA300_RS15410	NC_007793.1	1945674	1946372	-	699	0	0	0	2	1	4	0	0
SAUSA300_RS09640	NC_007793.1	1946369	1947130	-	762	0	0	0	0	0	0	0	0
SAUSA300_RS09645	NC_007793.1	1947127	1947819	-	693	0	0	0	0	0	0	0	0
SAUSA300_RS09650	NC_007793.1	1947842	1949215	-	1374	0	0	0	0	0	0	0	0
SAUSA300_RS09655	NC_007793.1	1949225	1949743	-	519	0	0	0	0	0	0	0	0
SAUSA300_RS09660	NC_007793.1	1949759	1951003	-	1245	0	0	0	0	0	0	0	0
SAUSA300_RS09665	NC_007793.1	1950996	1953989	-	2994	0	0	0	0	0	0	0	0
SAUSA300_RS09670	NC_007793.1	1954054	1954197	-	144	0	0	0	0	0	0	0	0
SAUSA300_RS09675	NC_007793.1	1954934	1955077	-	144	0	0	0	0	0	0	0	0
SAUSA300_RS09680	NC_007793.1	1955319	1956302	-	984	11	6	6	0	2	6	7	6
SAUSA300_RS09685	NC_007793.1	1956304	1957239	-	936	0	8	0	0	4	0	7	2
SAUSA300_RS09690	NC_007793.1	1958122	1958577	+	456	0	10	0	0	4	0	0	0
SAUSA300_RS09700	NC_007793.1	1960620	1960708	-	89	7	0	0	0	0	0	0	9
SAUSA300_RS09705	NC_007793.1	1960763	1960834	-	72	0	1	0	1	0	2	1	0
SAUSA300_RS09710	NC_007793.1	1960836	1960910	-	75	0	0	0	0	0	0	0	0
SAUSA300_RS09715	NC_007793.1	1960925	1960998	-	74	0	0	2	0	0	0	0	0
SAUSA300_RS09720	NC_007793.1	1961014	1961089	-	76	0	0	0	0	0	0	0	2
SAUSA300_RS09725	NC_007793.1	1961103	1961175	-	73	0	0	0	0	1	0	0	0
SAUSA300_RS09730	NC_007793.1	1961192	1961267	-	76	0	0	0	0	0	0	0	0
SAUSA300_RS09735	NC_007793.1	1961289	1961362	-	74	4	6	10	1	4	8	2	2
SAUSA300_RS09740	NC_007793.1	1961834	1962388	-	555	0	0	4	0	0	0	26	0
SAUSA300_RS09750	NC_007793.1	1962711	1964111	-	1401	242	44	36	96	168	108	747	58
SAUSA300_RS09755	NC_007793.1	1964135	1965058	-	924	156	11	51	12	21	39	287	20
SAUSA300_RS09760	NC_007793.1	1965116	1966153	-	1038	48	16	58	24	52	24	474	6
SAUSA300_RS09765	NC_007793.1	1966143	1966253	-	111	0	0	0	0	0	0	0	0
SAUSA300_RS09770	NC_007793.1	1966416	1966919	+	504	608	92	16	146	394	112	20	89
SAUSA300_RS09775	NC_007793.1	1967043	1968266	-	1224	26	33	23	26	32	134	47	10
SAUSA300_RS09780	NC_007793.1	1968259	1968999	-	741	46	4	14	11	24	32	83	4
SAUSA300_RS09785	NC_007793.1	1969133	1969555	+	423	24	10	12	20	18	6	6	4
SAUSA300_RS09790	NC_007793.1	1969697	1970062	+	366	698	72	144	494	621	200	1289	54
SAUSA300_RS09795	NC_007793.1	1970795	1971352	+	558	2	0	12	0	1	0	0	0
SAUSA300_RS09800	NC_007793.1	1971557	1972519	+	963	198	192	258	58	51	106	338	122
SAUSA300_RS09805	NC_007793.1	1972640	1973581	-	942	282	44	127	118	100	86	768	28
SAUSA300_RS09810	NC_007793.1	1973578	1976514	-	2937	940	214	896	495	523	587	2103	352
SAUSA300_RS09815	NC_007793.1	1976504	1977700	-	1197	22	8	79	7	30	24	102	10
SAUSA300_RS09820	NC_007793.1	1977991	1978089	-	99	0	0	0	0	0	1	0	2
SAUSA300_RS09825	NC_007793.1	1978472	1978816	-	345	12	0	4	0	0	0	7	0
SAUSA300_RS09830	NC_007793.1	1978885	1980009	-	1125	2	0	16	2	10	4	22	23
SAUSA300_RS09835	NC_007793.1	1980188	1980652	-	465	17	0	0	4	20	4	12	14
SAUSA300_RS09840	NC_007793.1	1981008	1981631	-	624	16	0	0	4	4	14	8	0
SAUSA300_RS09845	NC_007793.1	1981653	1982765	-	1113	180	24	20	114	106	33	271	28
SAUSA300_RS09850	NC_007793.1	1982928	1983749	+	822	48	12	8	30	25	30	99	14
SAUSA300_RS09855	NC_007793.1	1984212	1985597	-	1386	404	56	704	316	284	68	1814	98
SAUSA300_RS09860	NC_007793.1	1985793	1986188	-	396	14	0	4	0	0	7	2	0
SAUSA300_RS09870	NC_007793.1	1986965	1987117	-	153	49	1	30	4	4	21	10	7
SAUSA300_RS09875	NC_007793.1	1987142	1987741	-	600	237	79	58	77	108	70	102	36
SAUSA300_RS09880	NC_007793.1	1987900	1988370	-	471	6	0	0	2	4	0	8	2
SAUSA300_RS09885	NC_007793.1	1988375	1989502	-	1128	82	12	70	20	24	18	154	20
SAUSA300_RS09890	NC_007793.1	1989653	1990375	-	723	18	1	12	10	2	2	46	10
SAUSA300_RS09895	NC_007793.1	1990368	1991825	-	1458	249	56	254	120	130	84	903	176
SAUSA300_RS09900	NC_007793.1	1992083	1993144	-	1062	68	0	38	10	30	24	56	20
SAUSA300_RS09905	NC_007793.1	1993637	1994956	+	1320	22	22	0	0	6	6	193	11
SAUSA300_RS09910	NC_007793.1	1995143	1995226	-	84	2	0	3	1	0	0	14	3
SAUSA300_RS15810	NC_007793.1	1995265	1995339	-	75	2	0	20	0	0	3	8	2
SAUSA300_RS09915	NC_007793.1	1995443	1995517	-	75	9	0	0	4	2	4	35	6
SAUSA300_RS09920	NC_007793.1	1995525	1995598	-	74	0	0	3	0	0	0	0	0
SAUSA300_RS09925	NC_007793.1	1995604	1995675	-	72	0	0	0	0	0	0	0	0
SAUSA300_RS09930	NC_007793.1	1995687	1995759	-	73	0	0	0	0	0	0	0	0
SAUSA300_RS09935	NC_007793.1	1995762	1995835	-	74	0	0	0	0	0	0	0	4
SAUSA300_RS09940	NC_007793.1	1995851	1995931	-	81	0	0	0	0	0	0	0	2
SAUSA300_RS09945	NC_007793.1	1995937	1996012	-	76	2	0	2	0	0	1	0	0
SAUSA300_RS09950	NC_007793.1	1996020	1996092	-	73	0	0	0	0	0	2	0	1
SAUSA300_RS09955	NC_007793.1	1996111	1996186	-	76	1	0	0	0	0	1	0	1
SAUSA300_RS09960	NC_007793.1	1996196	1996269	-	74	6	2	1	2	1	14	1	3
SAUSA300_RS09965	NC_007793.1	1996284	1996376	-	93	0	0	0	0	1	2	3	1
SAUSA300_RS09970	NC_007793.1	1996415	1996490	-	76	1	0	0	0	0	1	0	0
SAUSA300_RS09975	NC_007793.1	1996501	1996590	-	90	0	0	0	0	0	2	2	0
SAUSA300_RS09980	NC_007793.1	1996600	1996673	-	74	0	0	0	0	0	0	0	0
SAUSA300_RS09985	NC_007793.1	1996702	1996775	-	74	0	0	0	0	0	0	0	0
SAUSA300_RS09990	NC_007793.1	1996797	1996872	-	76	1	2	9	2	5	2	0	0
SAUSA300_RS09995	NC_007793.1	1996890	1996963	-	74	7	0	0	10	4	0	5	2
SAUSA300_RS10000	NC_007793.1	1996973	1997046	-	74	0	0	0	0	0	0	0	0
SAUSA300_RS10005	NC_007793.1	1997065	1997153	-	89	0	0	0	0	0	0	6	12
SAUSA300_RS10010	NC_007793.1	1997164	1997238	-	75	19	0	0	15	8	3	45	34
SAUSA300_RS10015	NC_007793.1	1997242	1997323	-	82	0	0	0	0	0	0	0	0
SAUSA300_RS10020	NC_007793.1	1997327	1997402	-	76	9	3	0	6	7	4	34	15
SAUSA300_RS10025	NC_007793.1	1997408	1997483	-	76	3	7	3	0	0	0	0	0
SAUSA300_RS10030	NC_007793.1	1997500	1997575	-	76	1	2	4	1	2	1	0	2
SAUSA300_RS10035	NC_007793.1	1997587	1997701	-	115	0	0	0	2	0	0	0	0
SAUSA300_RS10040	NC_007793.1	1997774	2000696	-	2923	2412	745	767	3386	4911	1493	2757	766
SAUSA300_RS10045	NC_007793.1	2000910	2000985	-	76	208	32	213	360	291	497	128	64
SAUSA300_RS10050	NC_007793.1	2001004	2001080	-	77	10	5	3	2	0	3	3	6
SAUSA300_RS10055	NC_007793.1	2001172	2002723	-	1552	10187	7982	13630	8512	16551	9891	18808	7468
SAUSA300_RS10060	NC_007793.1	2003464	2003910	-	447	1026	103	374	121	165	400	2498	138
SAUSA300_RS10065	NC_007793.1	2004007	2004957	-	951	106	29	62	81	103	84	375	46
SAUSA300_RS10070	NC_007793.1	2004963	2005418	-	456	16	0	4	2	4	0	0	0
SAUSA300_RS10075	NC_007793.1	2005499	2006788	+	1290	292	54	90	156	136	116	469	64
SAUSA300_RS10080	NC_007793.1	2007081	2008175	+	1095	66	12	92	34	62	38	146	34
SAUSA300_RS10085	NC_007793.1	2008265	2008357	-	93	0	0	0	0	0	0	0	0
SAUSA300_RS10090	NC_007793.1	2008366	2010102	-	1737	504	91	244	236	390	284	956	152
SAUSA300_RS10095	NC_007793.1	2010393	2010935	-	543	30	0	10	6	4	10	41	13
SAUSA300_RS10100	NC_007793.1	2011237	2012274	-	1038	40	0	13	6	21	40	50	17
SAUSA300_RS10105	NC_007793.1	2012426	2013403	+	978	495	76	295	570	530	348	1075	82
SAUSA300_RS10115	NC_007793.1	2013664	2014500	-	837	10	0	76	2	0	18	14	10
SAUSA300_RS10120	NC_007793.1	2014509	2016026	-	1518	12	10	44	17	47	32	52	2
SAUSA300_RS10125	NC_007793.1	2016041	2016355	-	315	0	0	0	0	3	0	0	0
SAUSA300_RS10130	NC_007793.1	2016333	2017151	-	819	5	0	26	0	0	0	6	2
SAUSA300_RS10135	NC_007793.1	2017412	2018221	-	810	286	150	224	48	54	82	606	134
SAUSA300_RS10140	NC_007793.1	2018562	2019077	-	516	546	20	82	93	220	192	125	60
SAUSA300_RS10145	NC_007793.1	2019208	2019369	-	162	5	0	7	4	4	0	1	1
SAUSA300_RS10150	NC_007793.1	2019593	2020744	+	1152	113	42	18	75	86	46	100	20
SAUSA300_RS10155	NC_007793.1	2021004	2021534	-	531	34	0	0	12	16	8	103	12
SAUSA300_RS10160	NC_007793.1	2021624	2022880	-	1257	58	10	58	18	20	8	85	8
SAUSA300_RS10165	NC_007793.1	2022883	2023083	-	201	0	0	0	0	0	0	0	0
SAUSA300_RS10170	NC_007793.1	2023230	2023694	+	465	0	4	2	0	2	4	18	0
SAUSA300_RS10175	NC_007793.1	2023701	2023976	+	276	0	0	6	0	1	0	2	0
SAUSA300_RS10180	NC_007793.1	2024254	2025471	+	1218	48	26	95	40	44	32	90	2
SAUSA300_RS10185	NC_007793.1	2025587	2026216	-	630	84	94	53	0	16	40	242	30
SAUSA300_RS10190	NC_007793.1	2026206	2027249	-	1044	112	10	46	6	15	45	218	38
SAUSA300_RS10195	NC_007793.1	2027246	2027947	-	702	18	14	9	1	4	22	36	3
SAUSA300_RS10200	NC_007793.1	2027962	2028348	-	387	0	2	2	0	2	2	2	0
SAUSA300_RS10205	NC_007793.1	2028565	2029323	-	759	40	16	4	24	8	2	46	0
SAUSA300_RS10215	NC_007793.1	2029851	2030837	+	987	16	8	0	1	16	11	0	20
SAUSA300_RS10230	NC_007793.1	2031386	2031799	-	414	0	0	0	0	0	0	0	0
SAUSA300_RS10235	NC_007793.1	2031828	2031938	-	111	0	0	0	0	0	0	0	0
SAUSA300_RS10240	NC_007793.1	2032024	2032755	-	732	32	2	62	11	20	14	30	10
SAUSA300_RS10245	NC_007793.1	2032757	2034070	-	1314	52	9	56	16	22	21	86	20
SAUSA300_RS10250	NC_007793.1	2034362	2034862	+	501	2701	246	494	238	688	314	3033	782
SAUSA300_RS10255	NC_007793.1	2034944	2035036	-	93	0	0	0	0	0	0	1	1
SAUSA300_RS10260	NC_007793.1	2035251	2035805	+	555	63	12	26	22	14	8	6	18
SAUSA300_RS10265	NC_007793.1	2035873	2036943	-	1071	248	44	20	160	84	40	196	28
SAUSA300_RS10270	NC_007793.1	2037190	2037720	-	531	75	69	370	23	27	44	77	22
SAUSA300_RS10275	NC_007793.1	2037890	2039251	-	1362	482	99	20	34	52	100	104	89
SAUSA300_RS10280	NC_007793.1	2039332	2040279	-	948	80	8	20	20	17	15	66	36
SAUSA300_RS10285	NC_007793.1	2040862	2041008	-	147	0	0	3	0	0	0	0	0
SAUSA300_RS10290	NC_007793.1	2041048	2042475	-	1428	654	152	440	449	317	317	2031	241
SAUSA300_RS10295	NC_007793.1	2042488	2043945	-	1458	410	111	408	324	197	179	1359	112
SAUSA300_RS10300	NC_007793.1	2043947	2044249	-	303	0	2	0	0	0	0	3	0
SAUSA300_RS10305	NC_007793.1	2044616	2046154	+	1539	286	58	240	134	124	66	319	98
SAUSA300_RS10310	NC_007793.1	2046243	2047442	-	1200	41	44	58	28	54	26	279	8
SAUSA300_RS10315	NC_007793.1	2047455	2049458	-	2004	142	28	132	57	64	58	354	47
SAUSA300_RS10320	NC_007793.1	2049462	2051654	-	2193	60	16	60	28	46	54	152	22
SAUSA300_RS10325	NC_007793.1	2051651	2052343	-	693	21	0	0	1	0	4	34	1
SAUSA300_RS10330	NC_007793.1	2052515	2052817	-	303	32	0	6	1	12	4	12	1
SAUSA300_RS10335	NC_007793.1	2052926	2054221	-	1296	42	8	70	16	8	12	185	10
SAUSA300_RS10340	NC_007793.1	2055082	2056248	+	1167	0	0	6	0	0	0	8	0
SAUSA300_RS10345	NC_007793.1	2056279	2056605	+	327	2	0	8	0	0	0	0	0
SAUSA300_RS10350	NC_007793.1	2056897	2057070	-	174	1	0	0	0	0	0	29	0
SAUSA300_RS10355	NC_007793.1	2057051	2057653	-	603	6	12	28	24	25	28	13	0
SAUSA300_RS10360	NC_007793.1	2057924	2058745	-	822	129	40	88	65	86	59	251	29
SAUSA300_RS10365	NC_007793.1	2058738	2060207	-	1470	120	12	44	20	44	28	130	14
SAUSA300_RS10370	NC_007793.1	2060391	2061467	+	1077	62	0	75	19	30	7	158	28
SAUSA300_RS10375	NC_007793.1	2061487	2062281	+	795	12	6	1	2	9	0	62	2
SAUSA300_RS10380	NC_007793.1	2062353	2062460	+	108	0	0	0	0	0	0	0	0
SAUSA300_RS10385	NC_007793.1	2062471	2064033	-	1563	410	101	335	128	261	125	534	220
SAUSA300_RS10390	NC_007793.1	2064238	2065335	-	1098	8	0	8	16	20	10	9	0
SAUSA300_RS10395	NC_007793.1	2065707	2066267	+	561	444	67	316	90	426	290	368	184
SAUSA300_RS10400	NC_007793.1	2066320	2067249	+	930	842	906	550	2723	4335	420	7472	273
SAUSA300_RS10405	NC_007793.1	2067444	2067617	-	174	0	0	2	0	3	0	0	0
SAUSA300_RS10410	NC_007793.1	2067669	2069048	+	1380	674	123	242	356	627	878	979	124
SAUSA300_RS10415	NC_007793.1	2069168	2070196	-	1029	54	16	24	14	19	12	846	8
SAUSA300_RS10420	NC_007793.1	2070466	2070867	+	402	33	16	53	2	22	17	26	20
SAUSA300_RS10425	NC_007793.1	2071440	2071613	-	174	1	2	11	4	5	0	0	14
SAUSA300_RS10430	NC_007793.1	2072064	2073104	+	1041	22	0	17	6	10	2	84	28
SAUSA300_RS10435	NC_007793.1	2073161	2074003	-	843	46	4	0	19	16	24	14	38
SAUSA300_RS10440	NC_007793.1	2074000	2074557	-	558	6	8	38	14	5	11	12	0
SAUSA300_RS10445	NC_007793.1	2074617	2075141	-	525	7	5	25	0	0	2	0	0
SAUSA300_RS10450	NC_007793.1	2075262	2075825	+	564	1013	36	94	124	497	158	638	96
SAUSA300_RS10455	NC_007793.1	2075891	2076631	-	741	46	34	52	5	71	72	30	46
SAUSA300_RS10460	NC_007793.1	2076631	2077503	-	873	14	32	63	13	43	24	74	12
SAUSA300_RS10465	NC_007793.1	2077500	2078180	-	681	8	38	55	5	6	11	27	18
SAUSA300_RS10470	NC_007793.1	2078181	2079077	-	897	14	7	49	24	18	33	130	12
SAUSA300_RS10475	NC_007793.1	2079074	2079454	-	381	0	2	0	0	0	0	2	0
SAUSA300_RS10480	NC_007793.1	2079718	2079894	-	177	0	0	0	2	0	0	0	2
SAUSA300_RS10485	NC_007793.1	2080137	2080235	-	99	0	0	0	0	1	4	0	0
SAUSA300_RS10490	NC_007793.1	2080435	2081721	+	1287	2210	477	174	1476	2154	1308	2864	430
SAUSA300_RS16105	NC_007793.1	2082045	2082335	-	291	2	0	0	0	0	0	0	0
SAUSA300_RS10505	NC_007793.1	2084489	2084686	+	198	0	0	0	0	0	0	6	4
